date,Releasing_Doctor,sum
11/08/2023,6939,4
11/08/2023,9641,1
11/08/2023,11443,2
11/08/2023,12691,4
11/08/2023,10262,2
11/08/2023,1403,13
11/08/2023,1772,4
11/08/2023,10408,1
11/08/2023,10806,10
11/08/2023,12019,2
11/08/2023,11989,1
11/08/2023,10465,6
11/08/2023,11794,6
11/08/2023,1071,1
11/08/2023,1920,1
11/08/2023,1735,1
11/08/2023,11293,22
11/08/2023,10202,1
12/08/2023,1923,8
12/08/2023,11430,26
12/08/2023,11482,5
12/08/2023,10262,11
12/08/2023,11809,21
12/08/2023,11792,5
12/08/2023,12461,3
12/08/2023,7680,2
12/08/2023,12105,2
12/08/2023,1404,1
12/08/2023,10988,12
12/08/2023,1232,14
12/08/2023,1411,4
12/08/2023,1602,11
12/08/2023,10465,1
12/08/2023,11250,3
12/08/2023,11611,16
12/08/2023,11673,21
12/08/2023,10033,3
12/08/2023,7306,3
12/08/2023,1935,17
12/08/2023,12398,6
12/08/2023,7893,4
12/08/2023,10806,9
12/08/2023,1772,2
12/08/2023,6771,4
12/08/2023,11989,19
12/08/2023,12486,1
12/08/2023,1836,11
12/08/2023,12478,12
12/08/2023,11582,6
12/08/2023,1615,4
13/08/2023,1977,11
13/08/2023,6939,5
13/08/2023,10798,7
13/08/2023,12659,1
13/08/2023,1402,4
13/08/2023,1935,4
13/08/2023,9703,2
13/08/2023,12639,7
13/08/2023,10923,20
13/08/2023,6773,17
13/08/2023,11430,1
13/08/2023,6777,3
13/08/2023,1941,5
13/08/2023,1593,4
13/08/2023,10032,4
13/08/2023,12523,7
13/08/2023,1836,3
13/08/2023,7893,2
13/08/2023,1387,5
13/08/2023,10343,3
13/08/2023,9973,29
13/08/2023,11250,1
13/08/2023,11673,4
13/08/2023,1116,4
13/08/2023,12913,16
13/08/2023,6771,10
13/08/2023,12583,4
13/08/2023,12759,14
13/08/2023,10262,2
13/08/2023,11403,5
13/08/2023,10774,3
13/08/2023,1491,5
13/08/2023,11443,7
13/08/2023,12691,3
13/08/2023,2009,1
13/08/2023,1602,2
13/08/2023,1969,5
13/08/2023,9792,32
13/08/2023,1232,6
13/08/2023,11692,3
13/08/2023,10767,2
13/08/2023,12648,8
13/08/2023,11989,5
13/08/2023,8074,4
13/08/2023,11174,5
13/08/2023,10582,7
13/08/2023,12932,11
13/08/2023,11953,4
13/08/2023,1968,1
13/08/2023,1719,3
13/08/2023,12478,8
13/08/2023,1581,2
13/08/2023,11809,6
13/08/2023,6775,16
13/08/2023,11792,1
13/08/2023,11611,6
14/08/2023,10774,2
14/08/2023,11809,18
14/08/2023,12398,3
14/08/2023,9641,1
14/08/2023,1772,2
14/08/2023,11501,1
14/08/2023,11250,1
14/08/2023,1969,1
14/08/2023,1973,7
14/08/2023,6769,1
14/08/2023,1979,4
14/08/2023,9703,2
14/08/2023,11840,2
14/08/2023,6773,10
14/08/2023,1602,5
14/08/2023,12691,6
14/08/2023,12688,10
14/08/2023,12316,5
14/08/2023,12035,1
14/08/2023,6939,19
14/08/2023,12523,1
14/08/2023,12278,3
14/08/2023,11430,3
14/08/2023,12341,1
14/08/2023,9361,13
14/08/2023,12913,1
14/08/2023,9973,5
14/08/2023,1662,1
14/08/2023,12759,1
14/08/2023,10262,1
14/08/2023,7893,3
14/08/2023,12639,2
14/08/2023,10582,1
14/08/2023,9893,2
14/08/2023,9792,3
14/08/2023,1905,3
14/08/2023,12017,3
14/08/2023,10032,3
14/08/2023,12638,3
14/08/2023,11953,19
14/08/2023,12129,13
14/08/2023,12932,3
14/08/2023,11403,6
14/08/2023,6777,9
14/08/2023,1977,1
14/08/2023,1232,6
14/08/2023,1975,4
14/08/2023,10923,7
14/08/2023,10798,1
14/08/2023,11443,8
14/08/2023,1767,2
14/08/2023,1491,4
14/08/2023,10803,11
14/08/2023,12478,2
14/08/2023,1474,11
14/08/2023,1490,2
14/08/2023,1116,3
14/08/2023,6775,2
14/08/2023,6771,10
14/08/2023,12123,4
14/08/2023,6888,17
14/08/2023,12105,6
14/08/2023,1719,4
15/08/2023,1753,1
15/08/2023,6769,2
15/08/2023,1765,1
15/08/2023,10612,6
15/08/2023,6939,4
15/08/2023,2009,1
15/08/2023,1474,4
15/08/2023,8808,1
15/08/2023,12638,4
15/08/2023,11953,2
15/08/2023,1593,12
15/08/2023,11810,1
15/08/2023,12688,4
15/08/2023,11293,14
15/08/2023,9893,2
15/08/2023,12035,1
15/08/2023,10465,2
15/08/2023,11174,1
15/08/2023,12649,11
15/08/2023,11840,2
15/08/2023,1979,2
15/08/2023,10033,10
15/08/2023,6770,2
15/08/2023,12129,7
15/08/2023,1929,1
15/08/2023,11430,3
15/08/2023,1402,3
15/08/2023,1756,5
15/08/2023,1937,9
15/08/2023,12267,1
15/08/2023,11792,9
15/08/2023,11692,5
15/08/2023,10262,11
15/08/2023,12759,9
15/08/2023,12583,1
15/08/2023,7680,4
15/08/2023,1093,1
15/08/2023,10525,15
15/08/2023,1491,1
15/08/2023,1985,15
15/08/2023,10811,3
15/08/2023,8075,1
15/08/2023,12691,6
15/08/2023,10255,3
15/08/2023,12180,1
15/08/2023,6773,7
15/08/2023,1767,1
15/08/2023,1540,2
15/08/2023,10803,2
15/08/2023,12478,23
15/08/2023,12398,1
15/08/2023,11883,9
15/08/2023,10275,21
15/08/2023,10343,1
15/08/2023,11403,4
15/08/2023,11809,2
15/08/2023,12932,1
15/08/2023,1487,8
15/08/2023,1973,2
15/08/2023,1719,2
15/08/2023,12123,6
15/08/2023,6775,11
15/08/2023,1490,2
15/08/2023,12105,1
15/08/2023,12913,6
15/08/2023,1975,1
15/08/2023,1116,2
15/08/2023,1602,6
15/08/2023,1881,5
15/08/2023,2018,2
15/08/2023,11611,7
16/08/2023,12486,1
16/08/2023,10112,10
16/08/2023,12649,5
16/08/2023,10535,1
16/08/2023,1491,4
16/08/2023,9562,13
16/08/2023,9893,9
16/08/2023,7892,1
16/08/2023,10202,2
16/08/2023,11403,5
16/08/2023,12913,5
16/08/2023,12478,5
16/08/2023,1878,7
16/08/2023,1624,7
16/08/2023,1937,6
16/08/2023,11674,12
16/08/2023,1487,3
16/08/2023,6777,4
16/08/2023,7680,1
16/08/2023,11791,4
16/08/2023,1602,6
16/08/2023,1490,2
16/08/2023,6775,15
16/08/2023,12123,2
16/08/2023,11953,7
16/08/2023,1767,3
16/08/2023,12759,6
16/08/2023,7306,1
16/08/2023,12341,2
16/08/2023,12143,4
16/08/2023,1709,1
16/08/2023,1973,1
16/08/2023,11293,3
16/08/2023,10612,4
16/08/2023,12278,2
16/08/2023,1116,1
16/08/2023,6771,9
16/08/2023,10561,11
16/08/2023,1232,17
16/08/2023,1593,2
16/08/2023,12691,11
16/08/2023,11174,7
16/08/2023,6774,2
16/08/2023,6601,1
16/08/2023,7893,6
16/08/2023,10923,9
16/08/2023,11792,3
16/08/2023,1104,1
16/08/2023,1985,6
16/08/2023,12659,1
16/08/2023,1403,12
16/08/2023,1887,5
16/08/2023,1759,1
16/08/2023,9792,4
16/08/2023,11809,14
16/08/2023,12019,2
16/08/2023,11430,7
16/08/2023,10262,4
16/08/2023,10806,4
16/08/2023,1402,3
17/08/2023,1116,4
17/08/2023,1935,5
17/08/2023,12180,6
17/08/2023,12184,7
17/08/2023,9973,9
17/08/2023,6939,9
17/08/2023,8073,1
17/08/2023,1232,5
17/08/2023,7893,1
17/08/2023,10465,1
17/08/2023,10676,11
17/08/2023,8082,1
17/08/2023,8075,1
17/08/2023,1593,2
17/08/2023,1772,1
17/08/2023,1767,4
17/08/2023,1756,6
17/08/2023,12691,4
17/08/2023,10112,6
17/08/2023,11582,11
17/08/2023,1887,1
17/08/2023,1933,1
17/08/2023,10923,13
17/08/2023,10803,13
17/08/2023,9893,8
17/08/2023,10202,2
17/08/2023,1602,5
17/08/2023,6777,2
17/08/2023,12123,5
17/08/2023,11953,13
17/08/2023,11692,12
17/08/2023,9792,8
17/08/2023,7306,1
17/08/2023,1719,1
17/08/2023,12479,10
17/08/2023,11794,1
17/08/2023,1726,5
17/08/2023,6773,13
17/08/2023,10535,9
17/08/2023,2009,1
17/08/2023,11674,2
17/08/2023,11174,6
17/08/2023,12648,11
17/08/2023,2012,1
17/08/2023,1403,5
17/08/2023,1006,1
17/08/2023,10408,9
17/08/2023,10760,13
17/08/2023,10811,3
17/08/2023,1836,4
17/08/2023,11430,15
17/08/2023,1387,6
17/08/2023,6770,3
17/08/2023,11809,1
17/08/2023,12913,6
17/08/2023,6774,2
17/08/2023,9641,1
17/08/2023,10032,2
17/08/2023,1920,5
17/08/2023,10806,3
17/08/2023,12932,7
17/08/2023,11403,10
17/08/2023,1490,4
17/08/2023,11840,1
17/08/2023,12759,3
18/08/2023,9792,9
18/08/2023,11883,11
18/08/2023,10535,4
18/08/2023,6771,3
18/08/2023,10923,15
18/08/2023,12932,3
18/08/2023,10112,7
18/08/2023,1116,6
18/08/2023,11582,5
18/08/2023,12517,1
18/08/2023,12143,2
18/08/2023,1767,4
18/08/2023,1852,13
18/08/2023,12354,9
18/08/2023,12184,24
18/08/2023,12648,4
18/08/2023,10676,3
18/08/2023,1924,1
18/08/2023,12105,7
18/08/2023,11430,6
18/08/2023,1985,10
18/08/2023,1593,3
18/08/2023,10465,1
18/08/2023,1041,9
18/08/2023,1920,1
18/08/2023,9973,3
18/08/2023,11840,13
18/08/2023,11611,7
18/08/2023,11501,3
18/08/2023,10803,2
18/08/2023,11293,18
18/08/2023,1935,10
18/08/2023,8074,5
18/08/2023,12180,1
18/08/2023,10313,14
18/08/2023,11175,21
18/08/2023,1491,9
18/08/2023,11953,1
18/08/2023,12278,10
19/08/2023,1767,11
19/08/2023,12143,2
19/08/2023,12413,10
19/08/2023,8821,7
19/08/2023,1491,3
19/08/2023,1487,2
19/08/2023,10798,16
19/08/2023,11515,1
19/08/2023,10112,3
19/08/2023,12691,14
19/08/2023,12010,16
19/08/2023,1853,9
19/08/2023,10313,6
19/08/2023,11167,12
19/08/2023,1933,12
19/08/2023,12184,5
19/08/2023,1735,2
19/08/2023,1772,1
19/08/2023,10767,12
19/08/2023,1935,5
19/08/2023,11460,10
19/08/2023,11840,4
19/08/2023,10492,1
19/08/2023,12659,1
19/08/2023,6774,2
19/08/2023,10275,21
19/08/2023,1920,19
19/08/2023,10465,5
19/08/2023,11293,7
19/08/2023,11888,11
19/08/2023,1985,1
19/08/2023,12105,2
19/08/2023,12648,5
19/08/2023,11883,2
19/08/2023,12278,7
19/08/2023,10760,12
19/08/2023,12354,2
20/08/2023,1402,4
20/08/2023,2009,1
20/08/2023,1887,6
20/08/2023,1221,9
20/08/2023,1006,2
20/08/2023,6774,4
20/08/2023,10774,6
20/08/2023,1933,2
20/08/2023,10923,25
20/08/2023,1116,4
20/08/2023,11888,2
20/08/2023,11883,4
20/08/2023,1593,4
20/08/2023,11206,2
20/08/2023,12105,8
20/08/2023,6771,11
20/08/2023,1232,14
20/08/2023,11692,8
20/08/2023,8074,1
20/08/2023,11403,6
20/08/2023,10262,1
20/08/2023,1975,1
20/08/2023,11794,5
20/08/2023,11167,8
20/08/2023,6769,1
20/08/2023,1836,3
20/08/2023,12010,2
20/08/2023,6770,3
20/08/2023,11430,12
20/08/2023,10811,6
20/08/2023,12413,2
20/08/2023,11674,5
20/08/2023,7680,2
20/08/2023,10798,6
20/08/2023,1491,8
20/08/2023,12913,9
20/08/2023,6777,1
20/08/2023,10946,1
20/08/2023,12510,1
20/08/2023,8821,5
20/08/2023,6939,21
20/08/2023,1401,3
20/08/2023,11810,12
20/08/2023,1920,2
20/08/2023,12638,1
20/08/2023,12035,1
20/08/2023,11673,18
20/08/2023,9973,17
20/08/2023,1719,4
20/08/2023,12184,16
20/08/2023,9893,10
20/08/2023,12759,8
20/08/2023,12691,5
20/08/2023,12479,5
20/08/2023,11611,3
20/08/2023,12316,6
20/08/2023,10767,1
20/08/2023,12123,2
21/08/2023,7306,3
21/08/2023,1708,7
21/08/2023,1977,3
21/08/2023,1221,1
21/08/2023,12123,3
21/08/2023,11674,19
21/08/2023,10535,12
21/08/2023,10923,5
21/08/2023,11953,18
21/08/2023,11840,1
21/08/2023,1836,1
21/08/2023,1602,7
21/08/2023,1406,7
21/08/2023,9792,12
21/08/2023,12638,4
21/08/2023,11611,15
21/08/2023,11673,3
21/08/2023,1486,2
21/08/2023,6888,13
21/08/2023,1772,5
21/08/2023,1401,1
21/08/2023,1402,3
21/08/2023,10262,9
21/08/2023,12017,4
21/08/2023,6768,4
21/08/2023,12759,6
21/08/2023,6771,4
21/08/2023,12913,3
21/08/2023,1116,7
21/08/2023,12184,2
21/08/2023,11174,23
21/08/2023,2009,1
21/08/2023,10676,8
21/08/2023,1491,4
21/08/2023,11206,3
21/08/2023,1232,3
21/08/2023,12010,1
21/08/2023,6769,3
21/08/2023,9973,5
21/08/2023,1767,4
21/08/2023,12278,6
21/08/2023,11534,7
21/08/2023,11791,2
21/08/2023,9893,7
21/08/2023,11403,7
21/08/2023,11810,3
21/08/2023,10275,6
21/08/2023,12932,1
21/08/2023,1469,4
21/08/2023,1973,2
21/08/2023,11430,7
21/08/2023,11794,1
21/08/2023,6939,11
21/08/2023,1887,1
22/08/2023,10535,3
22/08/2023,1602,8
22/08/2023,10760,17
22/08/2023,9893,1
22/08/2023,1116,4
22/08/2023,12759,15
22/08/2023,1232,8
22/08/2023,6777,7
22/08/2023,11403,18
22/08/2023,12932,6
22/08/2023,11534,3
22/08/2023,1411,3
22/08/2023,6774,3
22/08/2023,10798,9
22/08/2023,11674,3
22/08/2023,1772,4
22/08/2023,10408,8
22/08/2023,11883,2
22/08/2023,10275,20
22/08/2023,1387,8
22/08/2023,7680,5
22/08/2023,11953,4
22/08/2023,11430,15
22/08/2023,1719,2
22/08/2023,1486,2
22/08/2023,1835,4
22/08/2023,11174,8
22/08/2023,12649,10
22/08/2023,1977,3
22/08/2023,1593,5
22/08/2023,2005,6
22/08/2023,6769,2
22/08/2023,10676,2
22/08/2023,1941,5
22/08/2023,10806,4
22/08/2023,1933,5
22/08/2023,6768,4
22/08/2023,1935,4
22/08/2023,10322,9
22/08/2023,12123,3
22/08/2023,1767,2
22/08/2023,11840,2
22/08/2023,12105,4
22/08/2023,12638,4
22/08/2023,1406,1
22/08/2023,9641,1
22/08/2023,7306,1
22/08/2023,1612,1
22/08/2023,12913,8
22/08/2023,12648,6
22/08/2023,6771,7
22/08/2023,10262,5
22/08/2023,11692,10
22/08/2023,2026,10
22/08/2023,6770,5
23/08/2023,1602,2
23/08/2023,10262,3
23/08/2023,12129,11
23/08/2023,1411,1
23/08/2023,11403,7
23/08/2023,9973,14
23/08/2023,1116,6
23/08/2023,12913,17
23/08/2023,12759,4
23/08/2023,6771,10
23/08/2023,10923,4
23/08/2023,6601,1
23/08/2023,12019,9
23/08/2023,6777,3
23/08/2023,12649,6
23/08/2023,11883,10
23/08/2023,1971,5
23/08/2023,9641,1
23/08/2023,11989,18
23/08/2023,1724,6
23/08/2023,1402,4
23/08/2023,1641,1
23/08/2023,6769,2
23/08/2023,1933,2
23/08/2023,12398,5
23/08/2023,1973,2
23/08/2023,6939,27
23/08/2023,11840,11
23/08/2023,1639,6
23/08/2023,10806,1
23/08/2023,12473,10
23/08/2023,11611,9
23/08/2023,1924,1
23/08/2023,1767,4
23/08/2023,9792,24
23/08/2023,1391,5
23/08/2023,11953,8
23/08/2023,10408,8
23/08/2023,1593,3
23/08/2023,10313,12
23/08/2023,1387,3
23/08/2023,1232,17
23/08/2023,10798,3
23/08/2023,1719,1
23/08/2023,9893,6
24/08/2023,1593,2
24/08/2023,9792,7
24/08/2023,9893,9
24/08/2023,1837,3
24/08/2023,11840,3
24/08/2023,1968,8
24/08/2023,12600,9
24/08/2023,10275,4
24/08/2023,10313,3
24/08/2023,1724,3
24/08/2023,12523,3
24/08/2023,1490,3
24/08/2023,6774,2
24/08/2023,12759,8
24/08/2023,11460,9
24/08/2023,12638,6
24/08/2023,1232,2
24/08/2023,11674,15
24/08/2023,12267,2
24/08/2023,9487,1
24/08/2023,6770,3
24/08/2023,6777,19
24/08/2023,11167,10
24/08/2023,6939,3
24/08/2023,6768,3
24/08/2023,11403,6
24/08/2023,1487,14
24/08/2023,1624,3
24/08/2023,1639,3
24/08/2023,1719,2
24/08/2023,11794,2
24/08/2023,1708,11
24/08/2023,1387,10
24/08/2023,10262,2
24/08/2023,12184,9
24/08/2023,12473,4
24/08/2023,12639,6
24/08/2023,1979,10
24/08/2023,10923,11
24/08/2023,1971,1
24/08/2023,12129,9
24/08/2023,11611,7
24/08/2023,11791,12
24/08/2023,11833,14
24/08/2023,1767,6
24/08/2023,11233,6
24/08/2023,11989,4
24/08/2023,10033,2
24/08/2023,9973,2
24/08/2023,1116,4
24/08/2023,1808,3
24/08/2023,12913,1
25/08/2023,11674,3
25/08/2023,12123,16
25/08/2023,9422,17
25/08/2023,1401,2
25/08/2023,1878,6
25/08/2023,1387,1
25/08/2023,8071,5
25/08/2023,12913,5
25/08/2023,6774,4
25/08/2023,6768,5
25/08/2023,12510,1
25/08/2023,12639,5
25/08/2023,1487,2
25/08/2023,10275,33
25/08/2023,12648,15
25/08/2023,11403,5
25/08/2023,1849,3
25/08/2023,1941,7
25/08/2023,9562,4
25/08/2023,1937,3
25/08/2023,11791,2
25/08/2023,11833,1
25/08/2023,12413,10
25/08/2023,11670,7
25/08/2023,12600,3
25/08/2023,11233,5
25/08/2023,12184,4
25/08/2023,1491,5
25/08/2023,12010,26
25/08/2023,9851,2
25/08/2023,10676,27
25/08/2023,10774,2
25/08/2023,1976,7
25/08/2023,11167,3
25/08/2023,1835,3
25/08/2023,11515,15
25/08/2023,1767,4
25/08/2023,10803,22
25/08/2023,1808,3
26/08/2023,12123,1
26/08/2023,12913,19
26/08/2023,11515,2
26/08/2023,11953,26
26/08/2023,10774,1
26/08/2023,10322,1
26/08/2023,1041,8
26/08/2023,11670,2
26/08/2023,12413,3
26/08/2023,1401,3
26/08/2023,6768,3
26/08/2023,7893,5
26/08/2023,12184,22
26/08/2023,1933,8
26/08/2023,1905,1
26/08/2023,10676,5
26/08/2023,1878,1
26/08/2023,7306,4
26/08/2023,9792,15
26/08/2023,11794,5
26/08/2023,12010,1
26/08/2023,1006,1
26/08/2023,1411,8
26/08/2023,12648,1
26/08/2023,12278,6
26/08/2023,1767,11
26/08/2023,10313,29
26/08/2023,11611,15
26/08/2023,1116,10
26/08/2023,10803,8
26/08/2023,10988,12
26/08/2023,10275,3
26/08/2023,11250,5
27/08/2023,1756,4
27/08/2023,12478,8
27/08/2023,10033,3
27/08/2023,2008,4
27/08/2023,10262,2
27/08/2023,12691,11
27/08/2023,7680,4
27/08/2023,11403,7
27/08/2023,1491,6
27/08/2023,11953,5
27/08/2023,11430,5
27/08/2023,12461,9
27/08/2023,12913,4
27/08/2023,11794,1
27/08/2023,1490,5
27/08/2023,11883,8
27/08/2023,1402,4
27/08/2023,10767,4
27/08/2023,1985,14
27/08/2023,10923,28
27/08/2023,1116,5
27/08/2023,6774,3
27/08/2023,12278,1
27/08/2023,12648,4
27/08/2023,6769,1
27/08/2023,1602,8
27/08/2023,11250,1
27/08/2023,11174,4
27/08/2023,1767,2
27/08/2023,6773,17
27/08/2023,1974,4
27/08/2023,10798,8
27/08/2023,1719,6
27/08/2023,6771,12
27/08/2023,9893,5
27/08/2023,9792,13
27/08/2023,1232,8
27/08/2023,10582,1
27/08/2023,11611,6
27/08/2023,8074,3
27/08/2023,7893,2
27/08/2023,10612,9
27/08/2023,1835,6
27/08/2023,1979,7
27/08/2023,12479,7
27/08/2023,10313,6
27/08/2023,12180,4
27/08/2023,1933,2
27/08/2023,2004,3
27/08/2023,1487,12
27/08/2023,11233,10
27/08/2023,11206,4
27/08/2023,10465,6
27/08/2023,11293,21
27/08/2023,11674,6
27/08/2023,12184,4
28/08/2023,1979,2
28/08/2023,1487,1
28/08/2023,11797,1
28/08/2023,10803,13
28/08/2023,1602,6
28/08/2023,12019,8
28/08/2023,11403,6
28/08/2023,12932,13
28/08/2023,11430,12
28/08/2023,1767,2
28/08/2023,10798,4
28/08/2023,6773,7
28/08/2023,6777,5
28/08/2023,1391,8
28/08/2023,11674,36
28/08/2023,7680,2
28/08/2023,11670,1
28/08/2023,11791,5
28/08/2023,12759,28
28/08/2023,12180,3
28/08/2023,12264,10
28/08/2023,1402,5
28/08/2023,1973,2
28/08/2023,6939,23
28/08/2023,12638,3
28/08/2023,11233,3
28/08/2023,11534,6
28/08/2023,6768,2
28/08/2023,11460,18
28/08/2023,11883,2
28/08/2023,1232,3
28/08/2023,2004,3
28/08/2023,1129,6
28/08/2023,11833,6
28/08/2023,11611,3
28/08/2023,1772,2
28/08/2023,10465,1
28/08/2023,10612,1
28/08/2023,11250,1
28/08/2023,9086,1
28/08/2023,12691,4
28/08/2023,1593,4
28/08/2023,12278,4
28/08/2023,9893,4
28/08/2023,6769,1
28/08/2023,11953,6
28/08/2023,1116,6
28/08/2023,1838,8
28/08/2023,11206,2
28/08/2023,1719,6
28/08/2023,1974,1
28/08/2023,12461,1
28/08/2023,11482,5
28/08/2023,1985,7
28/08/2023,6771,8
28/08/2023,1632,3
28/08/2023,12341,7
29/08/2023,1838,2
29/08/2023,12506,1
29/08/2023,7991,4
29/08/2023,12341,1
29/08/2023,11833,3
29/08/2023,11611,20
29/08/2023,1602,4
29/08/2023,1767,9
29/08/2023,10262,3
29/08/2023,12184,17
29/08/2023,1116,4
29/08/2023,1232,5
29/08/2023,11482,5
29/08/2023,11794,6
29/08/2023,12638,4
29/08/2023,11692,7
29/08/2023,12264,3
29/08/2023,6939,3
29/08/2023,10275,6
29/08/2023,11430,5
29/08/2023,9422,11
29/08/2023,11403,13
29/08/2023,12932,2
29/08/2023,1491,5
29/08/2023,6768,5
29/08/2023,6774,1
29/08/2023,11674,1
29/08/2023,10803,5
29/08/2023,9973,21
29/08/2023,6770,2
29/08/2023,6777,9
29/08/2023,6773,10
29/08/2023,2006,7
29/08/2023,12913,4
29/08/2023,11167,10
29/08/2023,1756,4
29/08/2023,10612,11
29/08/2023,1874,6
29/08/2023,1719,5
29/08/2023,1772,5
29/08/2023,11534,2
29/08/2023,10582,7
29/08/2023,12759,3
29/08/2023,12639,1
29/08/2023,10767,11
29/08/2023,12479,1
29/08/2023,10465,1
29/08/2023,9893,4
29/08/2023,12649,10
29/08/2023,12478,19
29/08/2023,1129,3
30/08/2023,1593,2
30/08/2023,1116,4
30/08/2023,11174,16
30/08/2023,6777,3
30/08/2023,1232,13
30/08/2023,12913,9
30/08/2023,11611,9
30/08/2023,1874,2
30/08/2023,9893,4
30/08/2023,11430,5
30/08/2023,1724,1
30/08/2023,10275,15
30/08/2023,11293,25
30/08/2023,11692,1
30/08/2023,12478,8
30/08/2023,6601,1
30/08/2023,10923,7
30/08/2023,1973,4
30/08/2023,11167,4
30/08/2023,1490,4
30/08/2023,10561,10
30/08/2023,12638,3
30/08/2023,1474,17
30/08/2023,1491,6
30/08/2023,6888,3
30/08/2023,12264,6
30/08/2023,9792,15
30/08/2023,1719,2
30/08/2023,12600,7
30/08/2023,12759,8
30/08/2023,12278,6
30/08/2023,1773,7
30/08/2023,1602,4
30/08/2023,12473,11
30/08/2023,11403,6
30/08/2023,1837,6
30/08/2023,1772,3
30/08/2023,1006,5
30/08/2023,10112,11
30/08/2023,11883,8
30/08/2023,10262,2
30/08/2023,1975,1
30/08/2023,1469,8
30/08/2023,12649,2
30/08/2023,11791,5
30/08/2023,9973,1
30/08/2023,2006,2
30/08/2023,1402,5
30/08/2023,1937,5
30/08/2023,12184,3
30/08/2023,10612,1
31/08/2023,1937,2
31/08/2023,1602,6
31/08/2023,10947,1
31/08/2023,12413,11
31/08/2023,1490,8
31/08/2023,11989,15
31/08/2023,11888,6
31/08/2023,1971,5
31/08/2023,11403,7
31/08/2023,10262,13
31/08/2023,12461,6
31/08/2023,12638,5
31/08/2023,10760,14
31/08/2023,12143,12
31/08/2023,12264,4
31/08/2023,10561,3
31/08/2023,11293,1
31/08/2023,10923,7
31/08/2023,10582,6
31/08/2023,6770,5
31/08/2023,9792,9
31/08/2023,1941,7
31/08/2023,1759,1
31/08/2023,10465,4
31/08/2023,1402,6
31/08/2023,1920,9
31/08/2023,1835,1
31/08/2023,1905,1
31/08/2023,1773,1
31/08/2023,6768,1
31/08/2023,6939,4
31/08/2023,6774,1
31/08/2023,9562,16
31/08/2023,9851,1
31/08/2023,12479,10
31/08/2023,11883,9
31/08/2023,12648,6
31/08/2023,1837,1
31/08/2023,1006,3
31/08/2023,6777,10
31/08/2023,1232,5
31/08/2023,12473,2
31/08/2023,12359,1
31/08/2023,11692,4
31/08/2023,1474,3
31/08/2023,11673,20
31/08/2023,8074,2
31/08/2023,12932,8
31/08/2023,1116,9
31/08/2023,12913,8
31/08/2023,11174,9
31/08/2023,9893,4
31/08/2023,10275,3
31/08/2023,11953,7
31/08/2023,8073,4
31/08/2023,10112,3
01/09/2023,12143,1
01/09/2023,1041,11
01/09/2023,1965,9
01/09/2023,1727,8
01/09/2023,11692,3
01/09/2023,7306,1
01/09/2023,6768,1
01/09/2023,12278,4
01/09/2023,12479,3
01/09/2023,11883,1
01/09/2023,11888,3
01/09/2023,11534,6
01/09/2023,1932,9
01/09/2023,1920,2
01/09/2023,1772,5
01/09/2023,11673,3
01/09/2023,10112,13
01/09/2023,11501,3
01/09/2023,1116,1
01/09/2023,10803,17
01/09/2023,11174,2
01/09/2023,12413,1
01/09/2023,6939,14
01/09/2023,2004,4
01/09/2023,1937,14
01/09/2023,10923,19
01/09/2023,12019,23
01/09/2023,1474,18
01/09/2023,11953,28
01/09/2023,12010,3
01/09/2023,1490,3
01/09/2023,12759,22
01/09/2023,12478,6
01/09/2023,10465,1
01/09/2023,11167,7
01/09/2023,6777,1
01/09/2023,10262,6
01/09/2023,12932,12
01/09/2023,10313,18
01/09/2023,10582,2
01/09/2023,1971,1
02/09/2023,11809,23
02/09/2023,1486,8
02/09/2023,11167,1
02/09/2023,11430,23
02/09/2023,11833,15
02/09/2023,6774,1
02/09/2023,2004,3
02/09/2023,12105,14
02/09/2023,1709,1
02/09/2023,12180,7
02/09/2023,12759,9
02/09/2023,1116,13
02/09/2023,7680,16
02/09/2023,10112,1
02/09/2023,1055,1
02/09/2023,12478,9
02/09/2023,1972,9
02/09/2023,12398,6
02/09/2023,11953,2
02/09/2023,12184,17
02/09/2023,12019,3
02/09/2023,12932,2
02/09/2023,1615,1
02/09/2023,1932,3
02/09/2023,10803,3
02/09/2023,1772,3
02/09/2023,12017,1
02/09/2023,11611,23
02/09/2023,1976,3
02/09/2023,10313,8
02/09/2023,1974,6
02/09/2023,1977,8
02/09/2023,12659,2
02/09/2023,1474,2
02/09/2023,1965,4
02/09/2023,10465,15
02/09/2023,10988,7
03/09/2023,11883,4
03/09/2023,8821,8
03/09/2023,1116,2
03/09/2023,1504,2
03/09/2023,1720,4
03/09/2023,11403,6
03/09/2023,12932,1
03/09/2023,10582,3
03/09/2023,11673,18
03/09/2023,11233,6
03/09/2023,10032,2
03/09/2023,1612,1
03/09/2023,8447,2
03/09/2023,12648,6
03/09/2023,6777,4
03/09/2023,8808,1
03/09/2023,12143,3
03/09/2023,12523,6
03/09/2023,11989,9
03/09/2023,12473,12
03/09/2023,8074,3
03/09/2023,11888,3
03/09/2023,9792,4
03/09/2023,10923,30
03/09/2023,1979,1
03/09/2023,9893,8
03/09/2023,11833,4
03/09/2023,6775,3
03/09/2023,1458,3
03/09/2023,12478,6
03/09/2023,12105,3
03/09/2023,6939,13
03/09/2023,6770,4
03/09/2023,12184,4
03/09/2023,1725,2
03/09/2023,7680,2
03/09/2023,11534,4
03/09/2023,11692,2
03/09/2023,6768,2
